Tipo,Descripcion_alimento,Type_EN,Food_description_EN,Nombre_cientifico,Porcion_comestible_pct,Energia_kJ,Energia_kcal,Humedad_g,Cenizas_g,Extracto_etereo_g,AGS_g,AGMI_g,AGPI_g,Colesterol_mg,Proteina_bruta_g,Hidratos_carbono_g,Azucares_g,Fibra_bruta_g,Fibra_DT_g,Fibra_D_Insol_g,Ca_mg,P_mg,Fe_mg,Na_mg,K_mg,Mg_mg,Cu_mg,Zn_mg,Mn_mg,Se_mg,Li_mg,VitA_UI,VitA_ug_RAE,Carotenos_mg,Bcarotenos_mg,VitB1_mg,VitB2_mg,Niacina_mg,Ac_ascorbico_mg,VitB6_mg,VitB12_ug,Acido_folico_ug,Folato_ug_DFE,VitD_ug
VERDURAS,Endivia,VEGETABLES,Endive,Sonchus oleraceus,1.00,71.00,17.00,92.00,1.70,0.20,0.05,0.04,0.09,0.00,2.44,3.35,0.25,*,3.10,*,93.00,35.00,12.50,22.00,314.00,15.00,0.10,0.79,0.42,0.00,*,2167.00,108.00,*,4.99,0.07,0.12,0.43,4.70,0.02,0.00,0.00,142.00,0.00
VERDURAS,Epazote,VEGETABLES,ormee,Cenooim ambroioie L,0.95,104.00,25.00,89.70,2.05,0.20,*,*,*,0.00,2.73,4.72,0.20,0.81,5.40,5.30,284.50,42.50,4.71,43.00,633.00,121.00,1.12,2.65,3.10,0.05,*,932.40,*,*,1.42,0.03,0.11,0.51,18.10,0.15,0.00,0.00,215.00,0.00
VERDURAS,Espinaca,VEGETABLES,Spinach,Spinacia oleracea L.,0.85,98.50,23.50,91.72,1.68,0.28,0.06,0.01,0.17,0.00,2.92,1.63,2.20,0.67,2.88,2.60,73.33,33.50,4.91,79.00,558.00,79.00,0.13,0.53,0.90,0.00,*,591.40,*,*,3.34,0.03,0.10,0.47,16.20,0.20,0.00,0.00,194.00,0.00
VERDURAS,"Espinaca, cocida",VEGETABLES,"Spinach, cooked",Spinacia oleracea L.,0.85,96.00,23.00,91.21,1.81,0.26,0.04,0.06,0.09,0.00,2.97,3.75,0.43,*,2.40,1.64,136.00,56.00,3.57,70.00,466.00,87.00,1.03,7.22,0.94,0.00,*,10481.00,524.00,*,6.29,0.10,0.24,0.49,9.80,0.24,0.00,0.00,146.00,0.00
VERDURAS,"Espinaca, congelada",VEGETABLES,"Spinach, frozen",,,159.00,38.30,88.80,2.20,1.50,0.04,0.00,0.08,0.00,2.70,3.50,0.65,1.30,2.90,*,129.00,49.00,1.91,17.05,346.00,75.00,0.14,0.56,0.70,0.01,*,11726.00,586.00,*,7.04,0.09,0.22,0.51,5.50,0.17,0.00,0.00,145.00,0.00
VERDURAS,"Espinaca, conserva",VEGETABLES,"Spinach, preserve",,1.00,88.00,21.00,89.90,2.80,0.18,0.08,0.03,0.21,0.00,3.12,3.32,0.40,0.68,2.40,*,19.00,33.00,2.53,322.00,346.00,76.00,0.18,0.46,0.60,0.00,*,9801.00,490.00,*,4.20,0.02,0.10,0.68,43.50,0.10,0.00,0.00,98.00,0.00
VERDURAS,Espinaca de Malabar,VEGETABLES,Spinach Malabar,Bacella rubra L.,0.85,71.00,17.00,93.00,1.50,0.20,*,*,*,*,1.18,3.56,*,0.56,*,*,346.00,11.00,3.94,*,*,*,*,*,*,*,*,*,*,*,1.97,0.03,0.08,0.36,69.00,*,*,*,*,*
VERDURAS,"Espinaca, harina",VEGETABLES,Sinac or,Spinacea oleracea,1.00,816.00,195.00,6.30,24.80,2.62,*,*,*,*,33.20,25.78,*,7.30,*,*,488.00,469.00,88.00,*,*,*,*,*,*,*,*,*,*,*,2.23,0.98,1.54,7.30,68.20,*,*,*,*,*
VERDURAS,Flores de Calabaza,VEGETABLES,oer Sa oer,Cucurbita sp.,1.00,67.00,16.00,93.90,0.97,0.43,0.04,0.01,0.00,0.00,1.45,2.66,*,0.59,*,*,56.00,143.50,1.09,5.00,173.00,24.00,*,*,*,0.07,*,0.45,*,*,0.80,0.18,0.87,20.05,28.00,*,0.00,0.00,59.00,0.00
VERDURAS,"Flores de Calabaza, cocida",VEGETABLES,oer Sa oer cooked,Cucurbita sp.,1.00,63.00,15.00,95.20,0.33,0.08,0.04,0.01,0.00,0.00,1.09,3.30,2.40,*,0.90,*,37.00,34.00,0.88,6.00,106.00,25.00,1.41,5.38,*,0.00,*,1734.00,87.00,*,1.04,0.02,0.03,0.31,5.00,0.05,0.00,0.00,41.00,0.00
VERDURAS,ore e Garambo,VEGETABLES,oer Garambo Cactus,Mrtiocact eometrian Conoe,1.00,*,*,91.00,0.80,*,*,*,*,*,*,*,*,*,*,*,92.00,27.00,4.40,*,*,*,*,*,*,*,*,0.09,*,*,0.38,0.01,0.47,40.20,*,*,*,*,*,*
VERDURAS,Flores de Maguey,VEGETABLES,oer Mae,Aae atroiren ar,1.00,*,*,91.00,0.60,*,*,*,*,*,0.94,*,*,*,*,*,114.00,27.00,0.90,*,*,*,*,*,*,*,*,0.36,*,*,0.43,0.05,0.21,58.60,*,*,*,*,*,*
VERDURAS,Flores de Nabo,VEGETABLES,oer Trni,Brassica napus L.,1.00,*,*,87.40,1.50,*,*,*,*,*,4.28,*,*,*,*,*,117.00,97.00,3.40,*,*,*,*,*,*,*,*,0.13,*,*,3.66,0.02,1.21,41.60,*,*,*,*,*,*
VERDURAS,Flores de Yuca,VEGETABLES,oer cca,Yucca aloifolia L,1.00,297.00,71.00,90.00,0.70,0.37,*,*,*,*,3.11,17.30,*,1.21,*,*,47.00,73.00,0.50,*,*,*,*,*,*,*,*,0.46,*,*,0.02,0.09,0.58,273.00,*,*,*,*,*,*
VERDURAS,Flores Rosita de Cacao,VEGETABLES,oer Roita e Cacao,Quararibea funebris St,1.00,962.00,230.00,7.40,9.90,1.81,*,*,*,*,14.65,50.24,*,16.00,*,*,1861.00,71.00,2.50,*,*,*,*,*,*,*,*,0.36,*,*,0.00,0.35,8.78,*,*,*,*,*,*,*
VERDURAS,rio e Een reco,VEGETABLES,ean Een re,Phaseolus sp.,1.00,397.00,95.00,66.70,1.90,0.34,*,*,*,*,8.63,19.95,*,2.48,*,*,51.00,171.00,4.05,*,*,*,*,*,*,*,*,*,*,*,0.00,0.40,0.11,1.08,*,*,*,*,*,*
VERDURAS,Frijol nuevo,VEGETABLES,Bean young,Phaseolus vulgaris L. v.,1.00,443.00,106.00,60.70,2.50,0.24,0.20,0.05,0.42,0.00,12.40,20.80,1.48,3.36,4.90,*,104.00,99.00,7.53,8.00,467.00,58.00,0.32,0.78,1.22,0.00,*,209.00,10.00,*,0.00,0.42,0.12,1.41,23.40,0.20,0.00,0.00,34.00,0.00
VERDURAS,Haba verde,VEGETABLES,Faba Bean green,Vicia faba L.,0.60,314.00,75.00,78.00,0.60,0.17,0.14,0.02,0.31,0.00,5.87,13.09,*,2.27,4.20,*,36.00,95.00,0.75,50.00,250.00,38.00,,0.58,*,0.08,*,*,18.00,*,0.24,0.20,0.10,1.64,51.70,0.04,0.00,0.00,96.00,*
VERDURAS,Hediondilla Quelite,VEGETABLES,Gooeoot Lambarter Goosefoot,Cenooim abm L,0.90,*,*,88.00,3.20,*,*,*,*,*,2.11,*,*,*,*,*,160.00,42.00,13.80,*,*,*,*,*,*,*,*,*,*,*,4.33,0.08,0.19,0.30,*,*,*,*,*,*
VERDURAS,Huaunzontle,VEGETABLES,Goosefoot,Cenooim ntaiae Sa,0.80,310.00,77.50,76.07,4.35,0.49,*,*,*,*,4.60,16.39,*,3.32,*,*,139.00,82.50,6.09,*,*,*,*,*,*,0.01,*,905.76,*,*,*,0.23,0.37,0.46,47.57,*,*,*,*,*
VERDURAS,"Huaunzontle, cocido",VEGETABLES,"Goosefoot, cooked",Cenooim ntaiae Sa,0.80,*,*,*,*,*,*,*,*,*,*,*,*,*,8.90,8.20,*,*,*,*,*,*,1.41,4.20,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
VERDURAS,Ibes,VEGETABLES,Sieva Bean,Phaseolus lunatus L.,1.00,449.00,107.00,62.60,1.70,0.34,*,*,*,*,10.40,22.14,*,2.82,*,*,44.00,148.00,1.49,*,*,*,*,*,*,*,*,*,*,*,0.00,0.03,0.14,0.86,16.50,*,*,*,*,*
VERDURAS,itomate boa in ccara emia,VEGETABLES,Tomato itot ee an eee,Lcoericm ecentm Mi,0.88,54.00,13.00,94.63,0.63,0.12,0.03,0.03,0.08,0.00,0.69,1.30,1.50,0.70,1.10,1.00,10.50,24.67,0.39,5.00,237.00,11.00,0.66,2.34,0.11,0.00,*,329.67,*,*,4.56,0.05,0.07,0.64,17.53,0.08,0.00,0.00,15.00,0.00
VERDURAS,itomate cotai con amea,VEGETABLES,Tomato coctai it cam,,1.00,163.00,39.00,89.45,1.05,0.10,*,*,*,*,0.43,10.07,*,0.20,*,*,7.60,*,0.47,212.53,62.96,*,*,*,*,*,*,0.00,*,*,*,0.00,0.00,0.18,0.00,*,*,*,*,*
VERDURAS,itomate eao conserva,VEGETABLES,Tomato eee reere,,1.00,92.00,22.00,92.20,1.13,0.21,*,*,*,*,1.00,4.83,2.00,0.52,0.90,*,16.00,26.33,0.77,29.00,270.00,11.00,0.11,0.30,0.10,0.00,*,*,22.00,*,0.49,0.07,0.02,0.78,17.87,0.11,0.00,25.00,*,0.00
VERDURAS,itomate eiratao,VEGETABLES,Tomato oere,,1.00,1276.00,305.00,8.00,6.20,0.00,0.06,0.07,0.18,0.00,8.00,77.80,43.90,0.00,16.50,*,166.00,295.00,4.56,134.00,1927.00,178.00,1.24,1.70,1.95,0.01,*,17247.00,862.00,*,10.35,0.91,0.76,9.13,116.70,0.46,0.00,0.00,120.00,0.00
VERDURAS,itomate o,VEGETABLES,Tomato ice,,1.00,71.00,16.00,93.50,1.06,0.31,0.00,0.00,0.00,0.00,0.69,3.43,2.88,0.28,0.80,*,3.00,14.00,1.61,280.00,177.00,11.00,0.12,0.15,0.01,0.00,*,25.37,*,*,0.35,0.17,0.03,1.18,11.75,0.11,0.00,0.00,20.00,*
VERDURAS,itomate r conera,VEGETABLES,Tomato re reere,,1.00,141.00,34.00,88.70,0.90,0.00,0.03,0.03,0.09,0.00,1.24,8.60,4.83,0.00,1.90,*,22.00,30.00,0.70,28.00,439.00,23.00,*,0.36,*,*,*,510.00,26.00,*,0.57,0.07,0.00,1.20,21.70,0.13,0.00,*,11.00,0.00
VERDURAS,itomate aa Cat,VEGETABLES,Tomato etc,,1.00,220.00,53.00,82.30,1.90,0.23,*,*,*,*,2.56,12.47,*,0.30,*,*,35.00,34.00,0.77,*,*,*,*,*,*,*,*,*,*,*,0.94,0.09,0.02,1.11,21.80,*,*,*,*,*
VERDURAS,itomate oa,VEGETABLES,Tomato o,,1.00,150.00,36.00,87.60,1.80,0.44,0.12,0.14,0.16,0.00,1.06,8.41,*,0.69,1.10,*,36.00,28.00,1.97,377.00,562.00,14.00,*,0.18,*,*,*,392.00,2.00,*,0.38,0.02,0.00,1.04,5.20,0.09,0.00,*,0.00,0.00
VERDURAS,itomatio,VEGETABLES,Tomatio,,1.00,125.00,30.00,89.80,1.20,0.11,0.01,0.01,0.04,*,1.50,7.12,*,0.27,*,*,59.00,64.00,5.98,8.00,207.00,11.00,*,0.11,*,*,*,*,500.00,*,*,0.12,0.06,0.98,85.00,0.05,0.00,9.00,*,*
VERDURAS,Lechuga,VEGETABLES,Lettuce,Lactuca sativa L.,1.00,67.00,16.00,95.17,0.50,0.09,0.04,0.01,0.16,0.00,1.37,3.53,0.90,0.57,1.37,1.20,25.00,36.50,0.02,8.00,247.00,14.00,0.48,4.78,0.16,0.00,*,385.93,*,*,0.41,0.10,0.05,0.33,9.20,0.07,0.00,0.00,136.00,0.00
VERDURAS,Lengua de Vaca,VEGETABLES,CoS Tone,Rme cri L,1.00,81.00,19.50,92.40,1.40,0.30,*,*,*,*,1.89,3.61,*,0.92,*,*,73.50,56.00,5.62,*,*,*,*,*,*,*,*,*,*,*,3.17,0.06,0.04,0.56,29.80,*,*,*,*,*
VERDURAS,"Lengua de Vaca, hoja eirataa aata",VEGETABLES,Lena e Vaca co ton- e r eae aata,,,841.00,201.00,8.30,17.80,3.10,*,*,*,*,22.50,33.60,*,*,*,*,704.47,*,73.84,25.36,4672.83,317.85,0.00,3.50,*,*,*,4073.91,*,*,7390.37,0.00,0.57,*,0.00,*,*,*,*,*
VERDURAS,"Macuilquilit, hoja eirataa oatecan",VEGETABLES,"Macuilquilit, dry leaves oatecan",,,715.00,171.00,5.80,20.20,3.20,*,*,*,*,20.40,26.40,*,*,*,*,3247.24,*,29.89,30.40,1813.27,157.64,0.00,4.71,*,*,*,55309.06,*,*,99655.96,0.00,1.57,*,0.00,*,*,*,*,*
VERDURAS,"Mafafa, hoja deshidratada Totocan ocitn",VEGETABLES,"Mafafa, dry leaves Totocan ocitn",,,1004.00,240.00,4.60,12.20,8.60,*,*,*,*,30.40,26.40,*,*,*,*,947.29,*,21.71,21.81,1846.24,270.91,0.00,5.33,*,*,*,12877.76,*,*,23203.17,0.00,1.18,*,4.93,*,*,*,*,*
VERDURAS,Malva,VEGETABLES,Mao,Malva spp,0.85,130.00,31.00,89.03,2.35,0.56,*,*,*,*,2.23,3.89,*,0.88,3.47,1.04,242.00,36.50,9.73,*,689.00,82.00,0.33,2.20,1.20,*,*,15940.71,*,*,2.35,0.09,0.19,0.45,45.15,*,*,*,*,*
VERDURAS,Manania or,VEGETABLES,Camomie oer,,1.00,*,*,*,*,*,*,*,*,*,*,*,0.30,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
VERDURAS,"Manzanilla, té",VEGETABLES,Camomie tea,,1.00,937.00,224.00,8.50,10.00,2.30,*,*,*,*,12.80,48.50,*,17.90,*,*,*,*,*,184.00,2138.60,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
VERDURAS,"Nabo, hoja",VEGETABLES,"Turnip, leaves",Brassica napus L.,0.42,242.00,58.00,84.64,0.90,1.74,0.07,0.02,0.12,0.00,3.12,4.30,*,2.03,2.60,*,135.50,38.50,6.10,40.00,296.00,31.00,*,0.19,*,*,*,*,579.00,*,3.06,0.08,0.15,2.67,120.45,0.26,0.00,0.00,194.00,*
VERDURAS,Nopal,VEGETABLES,Cactus,Opuntia sp.,1.00,101.00,24.00,91.43,1.20,0.26,0.02,0.02,0.05,0.00,1.45,5.10,0.20,0.97,2.20,*,93.00,23.50,2.34,21.00,257.00,52.00,0.05,0.25,0.46,0.00,*,266.40,*,*,0.38,0.03,0.06,0.27,15.10,0.07,0.00,0.00,3.00,0.00
VERDURAS,"Nopal, cocido",VEGETABLES,"Cactus, cooked",Opuntia sp.,1.00,65.00,15.00,94.31,1.01,0.05,0.01,0.01,0.02,0.00,1.35,3.28,1.12,*,3.50,2.70,164.00,16.00,0.50,20.00,195.00,47.00,0.50,1.53,0.41,0.00,*,443.00,22.00,*,0.24,0.01,0.04,0.30,5.30,0.07,0.00,0.00,3.00,0.00
VERDURAS,"Nopal, deshidratado",VEGETABLES,"Nopal Paddles, dehydrated",,1.00,888.00,212.00,5.15,22.30,1.70,*,*,*,*,5.47,52.25,*,12.80,53.30,46.98,4458.36,*,11.61,4.22,3532.55,1150.64,0.08,1.06,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
VERDURAS,"Nopal, forrajero",VEGETABLES,"Cactus, fodder",,0.78,92.00,22.00,91.50,1.21,0.23,*,*,*,*,1.02,4.94,*,1.10,*,*,*,*,*,*,*,*,*,*,*,*,*,29.80,*,*,*,*,*,*,9.80,*,*,*,*,*
VERDURAS,"Nopal, pastilla",VEGETABLES,"Cactus, pill",,1.00,991.00,237.00,8.90,15.10,2.90,*,*,*,*,11.30,51.80,*,10.10,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
VERDURAS,"Nopal, tierno",VEGETABLES,"Cactus, young",Noaea coceniiera Sam,1.00,17.00,4.00,90.80,0.90,0.10,*,*,*,*,1.31,0.13,*,0.76,*,*,204.00,17.00,2.66,*,*,*,*,*,*,*,*,*,*,*,0.50,0.03,0.04,0.44,15.90,*,*,*,*,*
VERDURAS,"Nopal, tunero",VEGETABLES,Cact it ric ear,,0.78,79.00,19.00,92.00,1.20,0.08,*,*,*,*,1.26,4.21,*,1.14,*,*,*,*,*,*,*,*,*,*,*,*,*,18.40,*,*,*,*,*,*,10.40,*,*,*,*,*
VERDURAS,Oregano de Castilla,VEGETABLES,Oregano Castilla,Coe aromatic ent,1.00,63.00,15.00,94.40,1.20,0.42,*,*,*,*,0.87,2.61,*,0.50,*,*,232.00,8.00,3.92,*,*,*,*,*,*,*,*,,*,*,1.12,0.03,0.07,0.20,11.00,*,*,*,*,*
VERDURAS,Oregano de la Tierra,VEGETABLES,Oregano Earth,Lippia graveolens H.B.K.,1.00,364.00,87.00,69.20,2.60,1.48,*,*,*,*,5.00,17.60,*,4.12,*,*,649.00,56.00,5.32,*,*,*,*,*,*,*,*,,*,*,8.38,0.39,0.04,1.64,61.60,*,*,*,*,*
VERDURAS,Papaloquelite,VEGETABLES,Papaloquelite,orom taetoie C,0.80,71.00,17.00,93.20,0.90,0.32,*,*,*,*,1.78,2.90,*,0.92,*,*,361.00,31.00,2.35,*,*,*,*,*,*,0.02,*,1122.21,*,*,1.16,0.08,0.20,0.31,18.80,*,*,*,*,*
VERDURAS,Pepino,VEGETABLES,Ccmber,Ccmi ati L,0.83,52.00,13.00,95.20,0.45,0.18,0.04,0.01,0.03,0.00,0.87,2.44,0.40,0.87,0.89,0.70,18.00,20.00,2.50,2.00,147.00,13.00,0.99,3.30,0.08,0.00,*,9.99,*,*,0.01,0.03,0.04,0.35,12.90,0.04,0.00,0.00,7.00,0.00
VERDURAS,eino e Árbo at,VEGETABLES,Ccmber e Árbo at,armentiera ei C,0.83,171.00,41.00,87.60,0.30,0.09,*,*,*,*,1.43,10.23,*,0.35,*,*,14.00,29.00,3.18,*,*,*,*,*,*,*,*,*,*,*,0.02,0.06,0.06,1.96,4.80,*,*,*,*,*
VERDURAS,eino e Aria at,VEGETABLES,Ccmber at,armentiera aceata,0.83,297.00,71.00,60.80,3.70,4.94,*,*,*,*,4.55,5.14,*,20.87,*,*,55.00,146.00,9.20,*,*,*,*,*,*,*,*,*,*,*,0.14,0.20,0.10,1.17,26.00,*,*,*,*,*
VERDURAS,"Pepino Picles, con cáscara, conserva",VEGETABLES,"Ccmber ice it peel, preserve",,1.00,46.00,11.00,94.10,2.70,0.47,0.04,0.00,0.06,0.00,0.62,1.49,1.31,0.62,1.10,*,61.00,21.00,1.54,875.00,92.00,7.00,0.03,0.11,0.05,0.00,*,183.00,9.00,*,0.04,0.01,0.02,0.06,3.40,0.02,0.00,0.00,1.00,0.00
VERDURAS,"Pepino Picles, sin cáscara, conserva",VEGETABLES,Ccmber ice itot ee reere,,1.00,8.00,2.00,98.30,0.70,0.07,*,*,*,*,0.25,0.35,*,0.33,*,*,22.00,4.00,1.44,*,*,*,*,*,*,*,*,*,*,*,0.05,0.00,0.01,0.00,1.70,*,*,*,*,*
VERDURAS,"Perejil, fresco",VEGETABLES,Parsley,Carm etroeinm ent,1.00,268.00,64.00,82.35,2.40,2.35,0.13,0.30,0.12,0.00,2.12,10.93,0.85,1.80,4.60,4.40,175.50,53.00,4.10,56.00,554.00,50.00,1.14,3.69,0.16,0.06,*,8424.00,421.00,*,4.74,0.16,0.32,1.64,232.60,0.09,0.00,0.00,152.00,0.00
VERDURAS,imiento e Tabaco hoja,VEGETABLES,"Pepper Tabasco, leaf",imenta oficinai Line,1.00,351.00,84.00,69.10,2.60,1.46,*,*,*,*,4.12,17.30,*,5.42,*,*,557.00,51.00,2.95,*,*,*,*,*,*,*,*,*,*,*,4.71,0.06,0.10,0.71,56.60,*,*,*,*,*
VERDURAS,imiento Morrn,VEGETABLES,eer Seet Re,Caicm ecen,0.85,159.00,38.00,87.32,0.65,0.39,0.06,0.01,0.06,0.00,1.09,9.12,1.20,1.43,1.70,*,10.00,20.00,0.34,3.00,175.00,10.00,0.07,0.13,0.12,0.00,*,2284.38,*,*,*,0.06,0.03,0.48,80.40,0.22,0.00,0.00,10.00,0.00
VERDURAS,"Quelite Absoquilit, seco",VEGETABLES,"eite i Sinac Absoquilit, dry",,,845.00,202.00,3.30,19.40,2.30,*,*,*,*,28.10,31.90,*,15.00,*,*,3045.24,*,49.06,20.69,1524.77,250.06,0.45,2.89,*,*,*,60.21,*,*,*,0.07,0.98,9.27,*,*,*,*,*,*
VERDURAS,"Quelite Alache, fresco",VEGETABLES,"eite i Sinac Alache, fresh",Crotaaria mia,0.46,200.83,48.00,82.80,*,0.20,*,*,*,*,4.40,10.00,*,*,*,*,245.03,101.75,2.17,2.86,698.39,57.86,0.14,0.38,*,*,*,*,*,*,*,0.06,0.18,0.99,61.59,*,*,*,*,*
VERDURAS,eite Amoiit eco,VEGETABLES,eite i Sinac Amoiit r,,,841.00,201.00,4.20,20.10,1.70,*,*,*,*,24.90,35.30,*,13.80,*,*,1057.29,*,15.89,6.18,1983.88,399.37,1.32,3.68,*,*,*,1586.43,*,*,*,0.02,1.32,3.65,*,*,*,*,*,*
VERDURAS,Quelite Cenizo,VEGETABLES,Goosefoot,Cenooim meicanm Mo,0.82,121.00,29.00,86.05,3.70,0.42,*,*,*,*,4.79,4.00,*,1.05,*,*,150.00,59.00,3.57,*,*,*,*,*,*,0.02,*,4422.24,*,*,5.85,0.15,0.19,0.85,40.10,*,*,*,*,*
VERDURAS,"Quelite Chayoquilit, seco",VEGETABLES,"eite i Sinac Chayoquilit, dry",,,803.00,192.00,4.30,14.70,1.20,*,*,*,*,33.40,28.20,*,18.20,*,*,430.34,*,10.06,7.22,1649.38,331.78,1.93,6.18,*,*,*,995.62,*,*,*,0.03,1.61,5.60,*,*,*,*,*,*
VERDURAS,"Quelite, cocido",VEGETABLES,"Goosefoot, cooked",Cenooim meicanm Mo,0.82,*,*,*,*,*,*,*,*,*,*,*,*,*,4.00,3.50,*,*,*,*,*,*,1.26,3.68,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
VERDURAS,Quelite Esoquilit,VEGETABLES,eite i Sinac Esoquilit,,,1312.20,308.90,4.30,8.30,2.50,*,*,*,*,34.40,37.20,*,13.30,*,*,727.23,164.05,6.81,14.11,3382.32,234.57,0.00,5.01,*,*,*,542.97,*,*,978.32,*,1.31,7.82,1.47,*,*,*,*,*
VERDURAS,"Quelite Etquiltapan, seca",VEGETABLES,"eite i Sinac Etquiltapan, dry",,,891.00,213.00,2.60,13.70,1.40,*,*,*,*,27.80,37.40,*,17.10,*,*,1323.96,*,26.41,4.01,1916.14,208.96,0.50,2.68,*,*,*,2697.60,*,*,*,0.07,1.16,6.36,*,*,*,*,*,*
VERDURAS,Quelite Gasparito,VEGETABLES,eite i Sinac Gasparito,,,1165.70,264.40,4.70,10.10,2.00,*,*,*,*,27.90,36.20,*,19.10,*,*,1021.81,183.46,2.29,20.11,3263.82,211.03,0.00,3.50,*,*,*,1013.72,*,*,1826.53,*,0.94,5.29,4.20,*,*,*,*,*
VERDURAS,eite Gía e Aern seco,VEGETABLES,eite i Sinac Gía e Aern r,,,929.00,222.00,3.30,10.30,3.50,*,*,*,*,46.60,22.10,*,14.20,*,*,332.63,*,15.05,14.33,2562.18,230.67,1.28,6.39,*,*,*,472.34,*,*,*,0.03,1.55,4.96,*,*,*,*,*,*
VERDURAS,"Quelite Huihuila, seco",VEGETABLES,"eite i Sinac Huihuila, dry",,,494.00,118.00,5.60,25.50,2.10,*,*,*,*,16.90,16.70,*,33.20,*,*,1724.84,*,17.97,6.74,2129.10,163.35,0.64,10.58,*,*,*,1243.75,*,*,*,0.01,2.72,4.23,*,*,*,*,*,*
VERDURAS,eite Imiite Roo,VEGETABLES,eite i Sinac Re Imiite,,,1226.10,288.16,4.60,9.40,1.80,*,*,*,*,34.80,33.30,*,16.10,*,*,646.32,176.43,17.67,19.50,3967.74,311.19,0.28,5.41,*,*,*,196.23,*,*,353.56,*,0.67,9.91,4.62,*,*,*,*,*
VERDURAS,"Quelite Iztaquilit, seco",VEGETABLES,"eite i Sinac Iztaquilit, dry",,,795.00,190.00,4.70,25.00,0.90,*,*,*,*,24.20,34.00,*,11.20,*,*,3120.10,*,53.83,29.71,1908.45,600.34,0.69,4.48,*,*,*,1058.03,*,*,*,0.01,1.14,3.15,*,*,*,*,*,*
VERDURAS,Quelite Nexuaquilit,VEGETABLES,eite i Sinac Nexuaquilit,,,997.00,234.70,4.00,28.40,1.90,*,*,*,*,24.60,29.80,*,11.30,*,*,3097.70,152.09,3.80,8.56,6733.50,314.53,0.00,6.30,*,*,*,101.60,*,*,183.06,*,1.51,4.21,2.76,*,*,*,*,*
VERDURAS,"Quelite Ohuaquilit, seco",VEGETABLES,"eite i Sinac Ohuaquilit, dry",,,858.00,205.00,4.10,17.90,1.80,*,*,*,*,22.80,37.70,*,15.70,*,*,1187.53,*,85.06,4.90,1525.37,302.43,1.22,4.84,*,*,*,*,*,*,*,0.01,1.22,4.04,*,*,*,*,*,*
VERDURAS,eite Omeeite,VEGETABLES,eite i Sinac Omeeite,,,1261.30,296.90,4.40,12.10,2.10,*,*,*,*,29.80,39.70,*,11.90,*,*,693.71,183.94,13.16,32.01,4912.85,459.15,0.61,4.80,*,*,*,2591.61,*,*,4669.88,*,0.80,6.69,2.72,*,*,*,*,*
VERDURAS,"Quelite Papaloquilit, seco",VEGETABLES,"eite i Sinac Papaloquilit, dry",,,920.50,220.00,4.00,14.00,2.20,*,*,*,*,23.10,40.70,*,16.00,*,*,3717.28,*,8.49,3.13,1165.89,387.18,1.45,2.97,*,*,*,1951.25,*,*,*,0.07,1.07,3.59,*,*,*,*,*,*
VERDURAS,eite Tomatiit eco,VEGETABLES,eite i Sinac Tomatiit r,,,858.00,205.00,3.30,14.10,1.50,*,*,*,*,27.90,34.70,*,18.50,*,*,2383.61,*,18.64,14.26,2018.32,433.29,3.04,5.05,*,*,*,960.55,*,*,*,0.00,1.64,4.43,7.33,*,*,*,*,*
VERDURAS,eite atotome,VEGETABLES,eite i Sinac atotome,,,1199.60,282.40,4.00,15.20,2.40,*,*,*,*,30.80,34.40,*,13.20,*,*,1462.55,196.39,27.98,22.77,5963.59,384.02,0.95,4.73,*,*,*,1531.44,*,*,2759.36,*,1.36,5.56,4.41,*,*,*,*,*
VERDURAS,"Quelite Xiciyoli, seco",VEGETABLES,"eite i Sinac Xiciyoli, dry",,,870.00,208.00,2.50,18.20,1.80,*,*,*,*,11.70,46.00,*,20.20,*,*,1139.20,*,7.15,21.24,1709.54,373.72,0.74,4.07,*,*,*,20.81,*,*,*,0.03,1.15,2.01,*,*,*,*,*,*
VERDURAS,"Quintonil Rojo, hoja eirataa oatecan",VEGETABLES,intonie Amarant ibri L Re r ea oatecan,,,824.00,197.00,6.50,22.65,3.85,*,*,*,*,21.70,31.25,*,*,*,*,2385.39,*,14.86,13.52,2609.14,470.72,0.00,4.51,*,*,*,*,*,*,*,0.00,0.86,*,2.33,*,*,*,*,*
VERDURAS,Romerito,VEGETABLES,Romerito,Dondia sufrutencona,0.60,*,*,92.00,1.80,*,*,*,*,*,3.61,*,*,*,*,*,41.00,18.00,2.50,*,*,*,*,*,*,*,*,2387.61,*,*,2.76,0.12,0.08,0.30,4.40,*,*,*,*,*
VERDURAS,Romerito cocio,VEGETABLES,Romerito cooe,Dondia sufrutencona,1.00,*,*,*,*,*,*,*,*,*,*,*,*,*,2.32,1.90,*,*,*,*,*,*,1.07,3.60,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
